is_luxury,price,square_footage,num_bathrooms,num_bedrooms,backyard_space,crime_rate,school_rating,age_of_home,distance_to_city_center,employment_rate,property_tax_rate,renovation_quality,local_amenities,transport_access,fireplace,house_color,garage,floors,windows,previous_sale_price
Yes,319372.9775,1443.32,1,4,427.78,20.09,8.31,1.03,17.88,92,1.53,4.52,7.93,8.22,No,Yellow,Yes,1,9,353297.263
Yes,449529.6374,1183,2.195319416,4,332.92,40.62,7.72,3.09,22.02,87.5,0.47,7.36,8.86,6.65,No,Red,No,1,17,475241.6117
Yes,740112.2268,2547.46,4.099522714,5,207.78,0.54,10,8.83,31.23,91.84,1.61,10,4.75,7.63,No,Blue,No,1,23,1296606.686
Yes,316909.5352,930.04,3.673093499,3,340.51,6.47,5.4,10.78,23.54,95.29,0.82,5.01,8.1,5.63,Yes,Yellow,No,1,18,389573.4498
Yes,302150.1384,730.35,3.501214597,2,414.12,24.48,9.44,41.57,15.76,97.02,2.58,8.82,10,9.21,No,Blue,Yes,2,16,314024.1738
Yes,284879.1228,931.87,2.700222152,3,451.27,32.4,5.35,92.11,39.11,94.47,1.87,3.96,0.91,1.77,No,Yellow,No,1,20,193063.6048
Yes,365276.7021,1486.85,2.299745853,3,117.67,37,6.05,62.93,44.36,91.92,2.65,6.28,5.21,3.94,Yes,Red,No,1,11,271248.5677
Yes,576752.4502,1566.17,1.476349858,4,413.19,28.69,6.14,9.75,3.54,87.55,0.57,4.14,2.75,2.48,Yes,Blue,No,1,12,360758.7201
Yes,608734.7679,550,3.055268652,5,550.49,12.1,8.81,60.19,2.02,99.9,1.28,3.58,6.52,5.98,Yes,Green,No,2,47,583636.1758
Yes,554080.7887,1594.37,2.034835603,3,677.17,8.96,9,37.54,1.89,88.95,0.59,5.46,5.57,8.14,No,White,Yes,1,11,436412.9697
Yes,550994.9312,2235.66,5.447427195,3,269.14,11.07,7.19,23.3,21.4,88.92,1.33,6.38,8.07,8.29,No,Yellow,No,1,18,706796.877
Yes,400168.3896,1027.16,2.300659761,4,1154.71,49.78,5.84,1.11,28.55,92.96,1.2,5.23,5.67,5.58,No,Red,No,1,13,499160.6854
Yes,293853.7085,1204.2,1.916328858,3,264.73,38.88,7.13,21.36,12.5,85.12,1.94,4.57,5.14,4.49,No,White,No,1,12,129924.2673
Yes,359293.2998,1678.43,3.590328643,4,707.16,48.43,5.79,25.51,10.74,95.7,1.33,5.32,10,6.04,No,Red,Yes,1,12,782560.0609
Yes,689258.045,2068.36,3.02415473,4,314.26,54.28,9.44,66.77,8.89,93.95,2.1,8.03,7.86,10,No,Yellow,Yes,2,20,490241.307
Yes,432803.8536,998.05,1.650275685,5,937.29,1.27,8.38,86.61,14.8,87.03,2.21,6.5,2.92,6.49,No,Green,Yes,1,7,270096.0853
Yes,285337.659,1662.01,1.487104365,3,313.55,37.73,8.3,30.73,9.17,93.43,1.41,4.73,4.39,7.27,No,Yellow,No,1,12,415082.3369
Yes,300974.5539,1258.83,2.035274271,2,706.86,42.24,6.09,2.71,7.99,99.9,0.96,5.2,4.33,7.8,Yes,Blue,No,1,16,398084.8022
Yes,376670.0437,1317.59,1,4,848.9,41.79,8.97,25.82,18.88,99.15,1.93,9.11,5.48,4.39,No,Green,Yes,2,18,411015.509
Yes,316473.2471,936.15,2.26227244,3,239.11,42.81,4.53,83.9,22.6,94.01,1.37,5.24,5.65,6.28,No,White,Yes,1,20,338429.1076
Yes,381979.7939,1424.81,4.543231399,1,395.86,52.83,5.48,82.92,3.18,87.96,1.19,3.69,8.7,3.16,No,Blue,No,2,13,260575.4925
Yes,705360.8368,1781.54,2.913001785,3,804.56,48.4,7.54,50.92,4.25,99.9,1.72,7.56,6.39,3.82,No,Yellow,Yes,2,17,685543.8513
Yes,678290.7408,2114,4.308808129,4,820.65,10.6,10,2.54,10.9,99.9,1.41,8.02,4.63,6.28,No,Red,No,1,21,659405.6193
Yes,739123.5425,2344.1,1.847602324,3,236.44,73.21,10,25.91,4.75,89.36,1.56,9.83,10,8.33,No,Red,No,1,9,761403.7812
Yes,283615.4031,1734.6,2.776515644,1,673.13,35.29,5.08,64.29,1.49,91.68,1.94,6.87,5.21,4.99,No,Blue,Yes,1,8,213044.327
Yes,354094.8412,550,3.633748742,3,285.58,33.56,5.16,0.2,28.01,99.79,0.99,3.05,8.1,8.41,No,Yellow,No,1,14,271324.9181
Yes,337678.9155,1547.04,2.607252895,3,523.98,34.86,5.21,132.36,6.69,90.94,3.18,5,10,6.65,No,Blue,Yes,1,14,276084.7347
Yes,321152.9688,1161.42,1,4,470.5,30.05,9.03,55.89,18.69,99.9,0.76,7.84,4.15,6.05,No,Green,No,1,18,371305.3071
Yes,407612.3561,1144.41,1,4,431.84,38.74,7.55,77.71,0.82,91.73,1.88,4.12,3.7,9.18,Yes,White,No,1,3,332185.7476
Yes,380018.3714,1125.46,3.102663032,4,998.37,2.09,5.08,35.6,15.42,94.99,1.9,8.07,10,9.45,Yes,Yellow,Yes,1,8,397726.5402
Yes,300052.9435,1267.22,2.18782113,4,715.27,86.44,6.57,62.61,23.57,93.79,1.43,3.02,8.68,8.66,No,White,No,1,5,290926.8522
Yes,470067.4985,1755.32,2.403515741,4,436.33,29.83,10,8.94,9.56,97.08,0.79,6.9,9.87,10,No,Red,No,1,14,872130.4597
Yes,281812.0299,1099.92,1.566274921,3,597.07,38.1,5.3,6.59,21.46,86.52,1.61,1.79,5.23,4.06,No,Yellow,No,1,14,247222.4897
Yes,346928.3793,749.4,2.763935052,3,1098.2,30.32,9.08,28.27,7.87,99.29,2.27,6.43,4.67,7.42,No,Red,Yes,1,21,260871.9898
Yes,331897.4486,1129.74,1.988186489,4,492.98,29.21,8.36,15.82,35.49,99.9,0.88,4.2,4.98,8.09,No,White,No,1,18,720007.1462
Yes,420325.6531,1091.16,2.048895801,4,989.68,30.23,10,25.58,1.73,99.9,1.13,7.65,4.34,6.33,No,White,No,1,13,393003.2219
Yes,488512.0736,1255.41,1.728055742,4,600.75,11.32,7.98,39.45,19.28,83.98,2.64,7.52,6.95,4.36,No,Yellow,No,2,20,348567.6702
Yes,363742.5039,550,2.528678424,4,420.07,8.48,7.05,36.55,6.65,93.22,1.71,4.12,2,7.48,Yes,Yellow,No,1,15,299630.0425
Yes,682995.0557,1564.31,5.021752151,4,203.81,26.46,7.71,21.56,21.05,99.9,1.41,7.3,7.67,8.58,No,Yellow,No,1,12,582653.0365
Yes,619336.2494,1161.33,2.0872523,4,431.2,25.92,10,18.75,0.38,93.11,1.8,8.41,8.89,7.94,No,Green,No,1,16,618510.8928
Yes,523320.7973,1521.72,2.001836397,4,243.93,54.28,10,65.67,11.91,99.41,1.73,8.24,5.79,3.89,Yes,White,No,1,7,498542.0941
Yes,631038.2748,1301.89,2.752838541,4,614.3,49.21,8.88,65.18,8.98,96.49,2.16,6.14,6.42,6.23,No,White,Yes,1,19,419108.1228
Yes,754848.4025,2496.76,3.742168642,4,332.86,46.97,7.31,38.21,26.62,97.85,1.82,7.01,3.85,4.77,Yes,White,No,1,8,952492.7856
Yes,387469.6642,1641.08,2.560884287,3,494.05,3.8,7.17,114.44,54.31,87.93,1.44,2.76,2.15,7.25,No,White,No,1,28,307875.1808
Yes,339351.4185,1015.29,1,5,1044.76,2.74,10,28.84,11.16,92.58,1.35,5.4,5.95,5.83,No,Red,No,1,19,316542.9349
Yes,695356.7368,1476.04,2.202885057,4,263.1,21.04,8.73,12.01,6.27,95.78,1.27,6.79,4.78,7.6,Yes,Green,No,1,16,573021.4557
Yes,580749.5254,1027.19,3.508030758,3,34.8,55.38,8.6,126.28,9.04,99.01,1.49,4.61,2.55,3.13,No,White,Yes,1,21,549144.6811
Yes,383291.0398,1133.28,2.194938492,4,601.8,1.68,9.36,24.42,9.27,94.91,1.37,5.43,10,8.45,No,Green,Yes,1,13,417886.2753
Yes,527791.5519,1661.41,1.784915616,4,843.68,37.79,7.69,38.88,45.88,89.39,1.73,3.89,6.63,7.17,No,Red,No,1,16,460383.6823
Yes,387216.5626,675.02,3.543320984,4,218.21,53.63,10,8.42,0.51,98.41,0.47,5.87,9.82,7.4,Yes,Yellow,No,1,16,319655.0349
Yes,321947.5436,1499.31,1.83259721,4,653.16,15.67,10,70.9,12.31,95.07,1.03,5.11,6.62,9.48,No,White,No,1,12,375804.5889
Yes,445123.7902,710.01,2.690295665,4,47.38,3.23,5.37,45.29,22.83,95.14,1.52,6.18,7.03,8.05,No,White,Yes,1,7,451360.3698
Yes,482770.4988,2708.44,3.928910621,4,1078.8,47.06,9.19,62.65,17.8,87.23,1.7,9.46,6.73,6.44,No,Blue,Yes,2,29,589529.9874
Yes,330299.8118,1237.24,1.478187067,3,424.39,22.88,9.35,68.02,13.49,95.79,2.11,4.29,6.97,4.4,No,Yellow,No,2,26,242799.3579
Yes,312296.6703,936.96,3.497100183,5,273.26,64.24,8.76,42.04,1.57,83.11,0.43,3.09,10,7.48,No,Green,No,1,16,720236.7969
Yes,285138.4883,1411.12,1,4,402.09,19.58,8.43,66.86,36.85,99.9,0.93,5.81,7.78,2.93,No,Blue,Yes,2,40,320907.4294
Yes,347272.8982,1137.9,1.877373435,3,627.53,28.49,6.45,33.84,3.52,99.9,1.45,6.86,8.02,8.95,No,Blue,No,1,7,225194.4602
Yes,573344.3516,1671.42,1.706549879,2,849.25,50.25,4.89,35.72,41.69,94.79,1,7.47,8.76,5.38,No,Blue,No,1,12,513197.8348
Yes,355873.0695,995.76,1.666930259,2,132.59,48.1,6.58,33.69,1.58,99.9,1.61,9.01,6.08,6.37,No,Red,Yes,1,13,306216.8371
Yes,483449.2151,2090.48,1,4,769.54,11.08,10,9.86,7.27,98,0.73,3.81,3.96,4.3,No,Yellow,Yes,1,13,575488.8103
Yes,417551.268,771.68,2.073010852,5,436.59,37.46,6.65,14.21,11.78,96.59,3,5.85,6.35,6.05,Yes,White,No,1,11,431765.1314
Yes,397803.9845,550,3.296390354,4,225.35,53.2,7.2,49.85,43.13,89.21,1.57,4.11,3.53,6.19,Yes,White,No,1,19,412661.186
Yes,470275.8625,1497.53,2.724352875,3,340.43,12.6,9.24,102.68,14.48,99.9,0.92,7.29,6.89,5.53,No,Yellow,No,1,24,305355.4116
Yes,323252.7729,632.87,1.216954356,3,366.7,40.08,4.08,10.57,39.98,86.55,1.76,2,2.67,6.34,No,Green,No,1,-2,254931.8567
Yes,353661.9706,753.57,2.022755709,5,111.24,9.15,10,111.44,35.04,99.75,1.18,5,9.61,8.39,No,Yellow,No,2,27,412934.0832
Yes,764946.4291,2161.12,4.423193106,2,169.74,31.7,8.22,84.31,17.59,98.35,1.4,8.37,1.02,6.37,Yes,Yellow,No,1,10,840823.6485
Yes,367459.4312,582.18,3.329851638,5,462.19,22.1,6.26,41.66,33.05,91.72,0.91,5.8,3.69,4.9,No,Yellow,No,1,6,285069.6716
Yes,322496.1499,891.59,1.936383662,2,213.04,0.3,5.8,8.43,11.99,99.9,1.25,6.12,9.17,5.86,No,Blue,No,1,6,310526.8495
Yes,548884.3065,839.02,4.163483431,3,646.01,11.48,6.92,5.31,3.56,93.18,0.82,4.95,5.19,5.83,No,Red,No,1,9,474044.7664
Yes,706219.0713,1604.98,3.553861449,4,1003.18,56.09,5.58,4.37,12.33,91.02,1.62,3.43,7.49,8.43,No,Yellow,No,1,15,487162.7012
Yes,333004.9719,2130.05,1,2,839.07,26.12,2.57,49.11,30.91,99.48,2.36,3.93,6.68,7.16,No,Blue,No,1,15,425479.7531
Yes,368599.2912,1075.66,1.965149506,4,526.25,16.71,9.89,47.39,3.14,89.93,1.45,7.91,8.66,8.54,Yes,Green,No,1,14,454224.74
Yes,507058.1517,1308.37,2.360097824,5,422.95,3.25,8.53,66.67,18.92,86.32,1.89,7.38,10,7.98,No,Blue,Yes,1,11,464991.0505
Yes,551047.2345,1507.28,2.916109062,4,766.22,1.82,6.27,32.77,27.53,98.84,1.75,6,6.25,6.44,Yes,Green,Yes,1,12,625021.9161
Yes,480959.1294,1127.34,2.898360542,5,695.64,31.66,8.17,53.33,2.98,99.42,1.72,4.34,3.01,3.32,No,Red,No,1,19,433431.997
Yes,435576.1234,1580.54,2.121777685,1,768.23,30.45,7.3,16.64,13.95,90.72,2.07,6.76,6.67,6.73,No,Blue,No,1,3,392679.1607
Yes,350210.6549,890.03,2.807694604,3,620.5,50.83,10,82.1,33.8,94.72,1.4,5.85,7.44,4.51,No,White,No,1,12,356440.6443
Yes,468592.981,1412.1,1.503920906,3,331.92,44.88,6.25,52.27,8.39,97.78,1.75,7.36,5.41,6.2,No,Red,Yes,1,24,387443.9559
Yes,752492.1903,1516.79,4.574019892,4,332.84,6.83,9.66,20.47,10.41,81.89,2.4,6.21,10,8.73,No,Green,No,1,16,770226.5585
Yes,604141.8781,1380.8,3.048135625,4,647.68,7.25,6.39,30.69,0.02,94.4,1.01,6.97,5.69,7.23,No,Yellow,No,1,7,491504.2603
Yes,334675.3086,644.63,2.928678251,3,26.58,68.84,5,54.61,39.69,99.21,1.81,5.08,8.16,4.23,No,Red,No,1,1,352182.7238
Yes,323668.3978,1309.07,2.416468498,3,814.98,50.91,5.25,48.85,11.01,89.09,2.05,1.71,3.39,3.43,No,Red,No,1,11,324594.6609
Yes,529933.9121,1532.08,3.279911887,3,596.12,31.49,8.46,28.65,1.1,95.02,1.38,7.76,9.54,9.54,No,Yellow,No,1,18,583299.4453
Yes,295980.5785,1852.27,1.157452027,3,329.49,25.56,10,7.53,27.03,91.82,2.4,8.14,9.28,5.29,No,White,Yes,1,20,321810.0561
Yes,392663.8886,1402.17,1.722193844,2,715.93,10.71,8.02,67.77,27.66,99.9,1.88,6.12,6.4,8.05,No,White,No,1,6,487140.8111
Yes,472945.5328,1204.79,1.738323438,5,425.86,11.02,8.32,23.67,10.9,99,0.4,4.18,9.27,2.39,Yes,White,No,1,12,446929.7147
Yes,372061.6469,778.36,3.746947837,4,774.95,54.21,8.73,40.27,2.15,99.9,0.15,3.52,7.81,5.82,Yes,White,Yes,1,16,593486.0153
Yes,308427.1324,550,3.532642443,4,1387.95,31.81,7.53,44.77,13.75,94.75,1.84,6.21,10,8.83,No,Blue,Yes,2,41,314859.4511
Yes,333044.5036,550,3.743513517,3,703.11,62.44,6.13,53.18,9.2,96.22,1.85,3.36,4.84,5.96,No,White,No,1,22,167895.9955
Yes,376242.2191,1383.96,1,4,622.16,66.01,6.56,47.43,5.94,94.51,1.41,4.06,10,7.05,No,Green,No,1,7,350939.3103
Yes,414467.0282,965.33,1.415116037,3,167.4,81.77,7.84,20.43,0.97,88.97,1.58,6.75,5.27,3.6,No,Green,No,1,11,205918.2152
Yes,288084.4238,571.36,2.149232772,4,756.17,43.54,6.61,76.32,26.46,97.03,1.41,4.19,4.2,3.92,No,Red,No,1,14,256437.8285
Yes,324219.1165,1440.88,1.905538605,3,234.59,33.33,7.95,25.91,5.54,95.36,1.66,3.68,5.93,3.49,No,Blue,Yes,2,27,336188.9126
Yes,306098.6227,850.46,2.371275729,4,12.78,11.17,10,51.74,8.21,84.46,0.78,7.27,3.96,5.28,Yes,White,No,1,16,402397.3956
Yes,636408.7725,1834.29,1,4,599.69,21.92,7.35,64.88,26.31,86.8,1.64,4.9,9.06,7.39,Yes,Green,No,1,12,366987.3434
Yes,447293.5671,1261.09,3.281116906,3,598.7,22.74,6.45,104.42,23.95,93.08,1.65,5.48,5.94,9.35,No,White,No,1,14,308257.1147
Yes,294918.3927,813.24,1,1,656.34,38.29,4.87,85.1,21.86,96.81,1.77,0.3,9.48,3.9,No,Red,Yes,1,6,161969.591
Yes,309108.6326,851,2.293377981,4,807.35,72.9,5.13,50.86,36.47,95.92,0.49,2.48,1.63,5.09,Yes,Green,Yes,1,11,216815.3538
Yes,317104.3559,985.36,1.726943989,3,873.14,55.3,7.33,19.91,12.92,98.08,1.37,5.56,3.1,2.21,No,Blue,Yes,1,22,196533.0859
Yes,312135.2372,1019.73,1.225188585,3,577.71,15.02,6.47,12.29,19.41,99.9,1.85,4.93,6.21,6.42,No,Green,No,1,11,226223.7925
Yes,324848.6239,1251.03,1,3,532.89,38.21,5.65,75.32,30.19,91.8,1.74,2.26,4.38,5.34,No,Blue,No,1,12,197249.797
Yes,750242.8919,2119.1,2.97633367,3,1084.11,48.07,10,2.68,2.47,91.78,1.88,7.64,7.73,6.89,No,Yellow,No,1,4,514838.5546
Yes,304845.3009,578.1,1.017717283,4,570.93,54.6,5.33,67.76,26.5,99.9,1.1,3.71,4.63,5.6,No,White,No,2,20,212328.4525
Yes,452303.4089,922.31,3.467240979,3,314.82,47.2,8.57,1.1,22.2,93.56,2.48,7.06,10,7,Yes,Green,Yes,1,12,328178.1174
Yes,390638.4666,1384.88,1,3,486.84,17.87,7.3,92.69,12.6,97.79,2.05,8.35,6.41,8.06,Yes,White,No,1,19,250688.8758
Yes,344194.0908,1682.77,1.149605959,2,652.84,21.68,7.41,17.07,24.91,91.01,1.53,6.71,5.85,6.13,Yes,Blue,No,1,11,216961.8714
Yes,355292.796,1235.19,1.672080951,2,647.86,5.9,5.09,37.48,27.27,95.15,1.31,3.43,0.42,3.5,No,White,Yes,1,12,213393.376
Yes,411343.6274,603.82,1.684764766,3,431.28,40.73,6.09,78.05,1.74,99.9,0.39,6.76,7.98,6.41,No,White,Yes,1,17,276366.9937
Yes,509505.0897,1670.89,3.533836205,2,272.95,47.21,6.99,32.07,22.69,97.78,1.7,6.37,10,5,No,Red,Yes,1,14,449468.0738
Yes,509865.6213,1440.64,3.160951851,4,813.66,13.07,9.96,37.91,23.29,99.9,0.31,8.14,5.1,6.01,Yes,Yellow,No,2,24,760692.8731
Yes,355730.1629,550,4.250882548,4,407.63,57.14,6.65,84.92,8.06,97.59,1.04,6.88,3.41,4.89,No,White,No,2,28,290957.5558
Yes,336337.8924,651.31,2.397083736,3,1028.26,47.49,5.72,12.85,31.27,96.06,1.31,6.07,6.91,8.22,No,Red,No,1,23,265067.8392
Yes,292921.509,1361.23,1.92258022,3,300.72,42.52,6.92,119.18,24.28,99.9,1.52,7.47,7.59,7.48,Yes,Red,No,1,9,378814.814
Yes,338734.8157,1152.94,2.72138412,2,188.76,15.84,8.41,54,19.73,95.2,1.56,4.5,3.44,6.75,No,Yellow,No,1,20,222016.1772
Yes,388014.5042,1774.97,3.028273003,3,799.75,34.45,4.78,32.31,13.06,93.99,1.39,3.39,3.19,7.4,No,Green,Yes,1,18,442676.7248
Yes,384728.6432,897.9,2.325945502,4,878.38,41.81,6.31,108.37,23.31,96.31,2.24,3.44,9.83,2.75,No,Blue,Yes,1,5,214567.9897
Yes,293232.5093,550,2.972489001,3,270.78,20.43,4.63,80.52,30.84,88.12,1.32,1.87,4.58,6.85,No,Green,No,1,13,195755.208
Yes,566129.1395,906.3,2.814130861,4,232.94,25.07,10,49.47,0.16,90.06,0.9,6.91,6.59,6.74,No,Blue,No,1,0,448097.1276
Yes,419409.8298,1601.72,2.088294235,1,236.11,34.09,8.22,50.32,12.62,89.93,1.35,8.47,3.61,7.22,No,Red,Yes,2,33,531206.0551
Yes,436083.1742,1535.24,2.613466539,3,228.08,8.32,9.35,32.6,0.31,99.9,1.49,6.01,9.3,5.54,No,Blue,Yes,1,12,454404.9824
Yes,285727.0871,795.54,1.559321969,4,446.84,27.53,9.54,48.88,0.76,88.26,1.12,6.24,4.31,7.24,No,White,No,1,13,289854.3112
Yes,486223.6836,1144.18,1.515806711,4,269.27,4.06,9.36,76.16,4.12,98.02,1.35,6.04,5.15,2.56,No,Blue,No,1,17,349451.0054
Yes,560996.5578,1788.56,1.884695177,3,138.08,6.45,8.81,69.79,29.72,99.9,2.14,7.08,8,7.47,No,Yellow,Yes,2,21,498430.97120000003
Yes,367059.5017,799.83,4.195181141,6,316.67,22.93,10,69.22,23.66,95.93,1.78,9.62,4.82,7.55,Yes,Yellow,No,1,15,571899.8417
Yes,296217.7279,550,3.495231608,4,604.56,60.97,6.52,13.04,20.98,91.48,2.1,6.5,7.42,4.65,No,Red,No,1,15,449115.3152
Yes,681994.9094,1120.64,2.297519336,6,368.3,75.38,7.63,11.37,0.46,93.07,1.15,5.98,9.63,7.6,No,Yellow,No,2,26,553544.9374
Yes,437594.4926,1365.18,2.109457614,4,1306.51,18.31,7.49,55.42,31.81,99.36,1.22,5.53,6.29,5,No,Green,Yes,1,12,327989.56
Yes,334719.6051,1572.46,1.122733271,3,792.09,30.2,4.22,9.53,22.68,95.51,1.57,9.42,5.54,9.19,No,White,No,1,16,293968.2249
Yes,371639.9016,1919.08,3.037522418,4,178.23,7.12,10,15.98,16.01,99.9,1.47,6.99,4.42,6.38,No,White,Yes,1,18,772629.8134
Yes,284055.183,1312.83,2.053065884,4,1178.25,15.58,8.6,47.61,18.27,94.58,1.39,7.31,3.38,3.59,Yes,Yellow,Yes,1,0,334746.9435
Yes,307857.6781,790.32,1.497639415,3,603.84,14.13,9.1,21.54,20.21,98.89,1.53,5.1,5.34,7.01,Yes,Green,Yes,1,18,249974.722
Yes,344545.4984,688.09,2.982390005,3,385.88,70.9,6.38,68.12,14.36,93.53,2.24,5.22,8.86,8.24,No,Red,Yes,1,18,182279.8859
Yes,525904.4053,1130.13,1,5,183.8,21.85,7.08,10.56,11.4,93.97,2.07,3.99,10,5.67,Yes,Green,No,1,25,325876.0848
Yes,625386.2148,1600.25,2.535483755,4,589.4,24.56,8.99,47.13,22.3,88.67,1.53,6.27,5.9,6.76,Yes,White,No,1,17,616064.6859
Yes,523913.4523,1499.56,3.136055407,3,103.21,50.21,5.06,8.44,14.99,79.91,1.55,4.53,5.37,5.74,No,Red,No,1,17,344588.8785
Yes,483683.052,550,3.084639275,5,906.71,57.87,10,11.52,29.19,93.72,1.04,7.31,3.75,10,No,Red,Yes,1,13,360671.5643
Yes,300430.7599,1459.79,3.546818063,2,804.58,7.1,4.51,49.96,13.46,99.9,1.24,4.07,8.42,8.52,Yes,Green,Yes,1,10,341522.1161
Yes,310531.4984,990,2.188733989,4,804.71,50.74,8.01,24.61,31.22,94.09,1.74,7.32,2.13,4.2,No,Yellow,Yes,2,28,308582.7063
Yes,428833.192,1356.68,3.554689999,3,986.92,58.21,7.23,64.4,18.52,95.63,1.25,9.26,6.34,6.81,Yes,Green,No,1,18,618575.7399
Yes,354546.9918,1193.45,1.513393022,3,14.21,6.1,6.3,31.69,13.43,99.9,1.59,4.25,8.99,7.93,No,Yellow,No,1,27,409876.887
Yes,340568.4586,982.87,2.100869448,3,495.4,17.54,7.62,56.15,34.62,98.12,1.69,5.51,3.37,8.52,No,White,Yes,2,38,307436.6769
Yes,352065.9162,950.65,2.662698985,3,606.46,42.78,7.53,38.43,11.12,85.11,1.78,5.33,7.25,10,No,Yellow,No,2,14,256861.9169
Yes,466401.4281,1096.07,3.251896741,5,432.12,32.66,9.92,23.02,35.14,80.68,1.68,5.49,0.67,4.8,No,White,Yes,1,11,544312.2516
Yes,527678.7966,1789.2,3.685181653,5,575.16,29.46,9.67,29.52,17.44,94.66,1.46,5.85,5.26,7.02,Yes,Blue,No,1,20,805392.1752
Yes,564668.1947,2194.65,1.824922944,3,479.92,54.6,5.35,15.09,7.48,93.26,1.09,4.94,10,5.39,No,Red,No,1,11,373314.7659
Yes,631312.376,1811.82,1.955092874,4,423.66,25.14,8.03,31.67,9.98,99.06,2.13,5.26,5.92,8.95,No,White,No,2,25,450738.5086
Yes,516899.9028,1457.02,3.355157356,3,193.61,66.17,6,49.06,15.12,91.6,1.88,4.6,4.97,7.2,No,Green,No,1,18,323044.9573
Yes,485170.8378,1599.49,2.782334892,1,726.01,10.54,6.77,8.76,22.26,92.76,0.72,6.86,4.07,5.03,No,Blue,No,1,16,335733.7557
Yes,425157.08,1133.71,1.013462153,5,565.32,36.18,6.39,55.63,31.74,95.88,1.65,7.2,9.27,7.86,No,Green,No,1,16,381966.0307
Yes,464444.5259,1352.28,1.673590789,5,437.29,38.59,5.55,35.28,10.11,88.61,1.05,8.26,6.08,7.21,No,Yellow,No,1,16,486214.0844
Yes,309996.9726,831.96,2.037199676,4,489.08,21.21,10,9,0.19,90.98,2.29,6.97,1.98,5.08,No,White,No,1,18,257496.0954
Yes,326809.4335,888.61,1.504518741,4,190.48,8,7.18,74.05,23.33,93.08,2.03,7.41,7.05,7.21,No,White,No,1,17,487784.0185
Yes,380932.1843,964.37,3.32549664,2,750.08,24.98,6.12,15.99,21.3,96.82,1.87,3.46,6.14,6.68,No,Green,Yes,1,8,237509.4955
Yes,612887.7486,1320,3.646496468,4,669.14,47.81,10,33.11,0.35,96.25,2.13,10,7,10,No,White,Yes,1,4,566943.1682
Yes,307325.5166,694.2,1,4,945.74,49.35,8.75,35.72,4.68,99.78,1.17,3.25,0.23,2.15,Yes,White,No,1,23,271988.8921
Yes,454814.8805,1395.6,2.830827054,3,644.65,21.54,6.59,98.4,13.94,94.12,1.24,3.26,5.96,5.32,Yes,White,No,2,50,768750.4133
Yes,666148.7699,1612.52,2.64965124,4,1159.82,38.87,9.54,43.81,14.01,83.17,1.54,5.4,7.92,2.55,Yes,Green,No,1,7,481231.9781
Yes,362897.7455,859.76,3.673472586,4,629.07,22.74,8.44,17.86,6.32,92.99,0.61,10,8.52,8.95,Yes,Yellow,Yes,1,22,379208.6463
Yes,394038.3909,1226.96,2.969787014,4,531.09,14.93,7.7,62.42,36.45,91.28,2.07,7.96,9.67,10,No,Blue,Yes,1,13,591243.0487
Yes,466152.7444,939.53,3.177402208,3,308.58,64.54,9.5,58.02,11.78,99.82,2.11,6.74,4.18,4.33,No,Red,No,1,17,335756.4306
Yes,305813.1243,1214.59,2.353684779,3,250.64,27.82,6.5,81.17,27.23,95.28,1.92,6.52,8.07,7.49,No,Blue,No,1,7,387107.4444
Yes,290215.0327,1265.16,1,4,636.71,38.04,10,60.39,39.29,93.53,1.2,9.44,6.74,8.74,No,White,No,1,7,304450.5272
Yes,506532.904,1431.12,1.436839133,4,579.17,15.22,10,27.48,8.22,86.57,0.62,5.34,8.63,5.11,No,Red,Yes,1,15,386058.659
Yes,408199.614,818.85,1,3,123.91,32.19,8.83,12.11,14.68,95.16,1.73,7.64,8.99,6.84,No,Blue,Yes,1,17,279702.9077
Yes,462194.2771,1048.34,1.873363568,4,1239.55,39.38,4.3,40.77,6.13,90.29,1.77,4.79,10,8.62,No,Yellow,No,1,8,470563.7363
Yes,339846.8397,550,1.510798584,4,31.28,79.44,5.56,22.87,43.68,91.83,1.67,4.38,2.81,6.68,Yes,Yellow,No,2,27,206257.3529
Yes,445395.1191,1146.96,2.1192632,5,263.16,34.1,7.77,67.66,16.38,94.41,2.11,6.91,6.38,5.32,No,Red,Yes,1,18,412753.4929
Yes,383100.28,1506.8,1,4,371.52,9.67,7.48,88.74,41.96,97.46,1.63,2.78,1.21,5.97,Yes,Green,No,1,16,215383.9114
Yes,410196.7071,1255.64,3.690927979,2,625.39,6.03,4.5,46.96,2.72,91.14,1.48,2.86,10,6.44,Yes,White,No,2,23,662887.2926
Yes,499696.5864,1069.5,1.008726624,5,606.66,15.72,7.17,20.77,23.65,90.86,0.47,7.36,6.74,8.46,No,Red,Yes,1,4,716331.0072
Yes,481402.8049,1001.9,3.649819206,4,600.67,27.83,6.72,109.23,41.57,89.18,1.52,6.41,10,8.87,No,Blue,Yes,1,16,563708.0922
Yes,326152.9331,1702.8,3.603246257,3,691.93,9.49,10,17.33,4.19,93.75,1.62,9.11,7.89,7.08,Yes,Yellow,No,2,35,735956.2095
Yes,423666.1849,1164.87,1.938732806,4,501.71,64.9,7.22,48.85,8.81,84.83,1.46,5.22,6.07,5.84,No,White,Yes,2,37,404157.5966
Yes,527756.2985,1434.43,4.318858654,2,370.18,20.76,5.13,66.2,1.09,93.39,1.1,6.35,5.3,7.47,No,Yellow,No,1,12,381954.5133
