ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
4478,166627.0444,550,1,2,109.9,31.68,2.58,99.72,11.05,99.55,2.19,0.76,2.21,4.32,Yes,White,No,1,17,117233.5148,0
5383,209445.4725,1024.93,2.039363146,4,371.46,58.15,10,43.17,20.22,91.8,2.32,6.4,3.1,3.74,No,Red,Yes,1,13,228356.7184,0
3917,269688.4728,1273.14,1.330867053,3,1115.4,3.1,8.75,12.27,22.07,93.45,1.85,2.29,8.11,5.52,No,Green,No,1,11,309291.6366,0
2784,228686.6121,1176.33,2.539485382,1,574,6.05,6.36,12.52,13.88,87.44,1.2,6.06,4.99,6.59,No,Yellow,Yes,1,12,264084.9694,1
5656,166306.0265,1200.2,2.100130974,2,486.72,1.67,5.92,66.8,0.78,91.67,1,2.88,3.48,6.15,No,Red,No,1,17,126287.1484,0
690,242770.8674,550,2.213534564,3,719.3,5.62,6.6,62.82,46.22,89,1.56,4,8.76,5.22,No,Blue,Yes,1,12,124327.0714,0
4762,212914.6987,550,2.570045105,4,731.51,6.5,8.17,74.26,11.1,95.27,0.82,6.56,0.3,5.51,No,Red,Yes,1,14,205015.8322,0
2417,271846.2022,621.77,1.767147022,3,414.8,63.54,5.3,81.6,33.91,88.38,1.43,3.54,10,4.95,Yes,Red,No,1,12,363091.0784,0
3011,195897.2397,1437.31,1.726950311,1,568.03,42.56,5.16,111.91,2.45,94.06,1.15,3,6.69,5.59,No,Red,No,1,4,118648.0487,0
2690,187035.2859,1233.61,1,3,871,28.97,7.37,60.94,40.73,94.55,1.03,2.86,2.21,6.58,No,Green,No,1,16,145844.9039,0
4763,229358.8883,641.2,1,3,630.4,27.42,6.66,71.38,0.09,97.46,2.32,5.67,0.32,3.78,No,Red,Yes,1,-2,112407.1559,0
6161,227140.276,1504.02,2.026993277,2,1090.01,6.79,6.53,31.82,22.5,96.77,1.28,4.36,10,10,No,White,No,1,12,335981.019,0
1861,151847.9263,719.79,1.552025137,4,393.87,38.4,8.38,39.52,16.56,94.7,1.47,3.71,2,5.86,No,Red,No,2,37,108846.7941,0
2477,190524.11,864.67,4.152436056,2,893.85,50.87,6.23,40.38,18.33,99.9,0.93,4.25,4.59,5.08,Yes,Yellow,Yes,1,14,195383.4664,0
6596,211645.67,550,1,2,637.98,99.73,3.48,104.02,34.36,94.35,1.87,2.4,3.77,3.64,Yes,Yellow,No,1,14,136672.5294,0
6683,189391.0331,1139,1,4,1191.61,19.29,6,20.2,0.11,88.77,1.77,4.35,1.72,6.45,No,Yellow,Yes,2,36,284792.6505,0
6569,113867.704,1070.65,1.793127728,2,702,21.69,4.74,163.83,44.76,95.61,1.09,2.26,4.95,6.44,No,Blue,Yes,1,23,54505.84251,1
1210,117408.8394,778.08,1.600572752,2,282.42,48.16,6,106.08,38.65,90.93,1.77,2.23,0.96,2,Yes,Blue,No,1,9,30538.79064,0
2481,113820.1259,550,1,3,312.08,27.16,6.45,11.6,52.42,99.26,1.24,3.58,5.47,3.41,No,Yellow,Yes,1,4,-1371.067355,0
5917,241788.0642,580.77,1.304491509,4,384.16,55.34,6.38,0.05,13.5,87.04,0.72,4.37,4.35,4.23,No,Green,Yes,1,24,299836.1022,0
2434,265426.7808,860.64,2.54264794,4,525.55,7.69,6.05,49.1,38.03,92.46,2.13,4.21,7.23,4.88,No,Green,No,2,36,324320.6172,0
2318,272577.9414,1244.03,2.280305903,3,711.89,32.26,8.08,43.9,11.44,91.67,1.26,6.45,3.05,5.09,No,Blue,No,2,25,285215.6321,0
5056,163683.9944,625.65,1.744509507,2,685.97,40.4,8.74,27.11,25.94,96.55,1.41,5.82,5.1,4.33,No,White,Yes,1,23,109606.2878,0
854,165001.8779,691.53,1.198225983,1,635.06,2.12,5.69,156.67,19.99,98.28,2.29,0.01,4.52,6.43,No,White,Yes,2,6,149066.96,0
741,248774.6128,1314.72,1,2,765.95,59.41,7.65,7.83,7.51,88.73,1.38,3.8,7.64,9.36,No,Yellow,Yes,1,12,131432.2131,0
6102,159097.7158,671.47,1,3,185.52,7.93,6.49,42.08,2.76,89.66,1.48,2.46,3.36,5.68,Yes,Red,No,1,3,148007.105,0
6348,176181.3239,550,3.217503603,4,1076.85,4.1,8.65,3.41,14.61,99.68,1.86,6.9,10,9.73,No,Yellow,Yes,1,23,182949.8409,0
3355,150955.8344,774.79,1,2,367.35,27.19,7.55,25.05,16.03,92.24,1.74,5.08,5.27,4.65,No,Red,No,1,15,85194.20409,0
6319,271531.6073,955.63,1.359056178,2,698.47,69,5.78,68.63,8.89,90.19,0.96,6.55,7.31,8.53,Yes,Blue,No,1,8,246210.9726,0
5641,151921.942,1294.53,2.507633065,1,675.07,49.3,4.21,52.53,25,99.9,1.61,2.77,7.23,3.83,No,Blue,No,1,7,111682.031,0
4859,151942.4139,550,1.58152967,4,186.83,2.73,6.56,14.45,30.85,87.81,1.99,1.65,5.82,5.59,Yes,Yellow,No,1,11,82414.54266,0
5185,165425.0982,793.35,1,1,765.13,34.88,7.42,59.11,18.17,96.45,1.64,6.03,5.18,2.01,No,Red,Yes,2,36,84455.88328,0
5075,135238.8633,967.5,1.907266685,1,619.84,56.21,9.2,32.92,30.64,89.77,1.74,4.31,6,5.87,No,Blue,No,2,41,63461.64517,0
5227,230578.9288,1243.58,2.36530697,3,389.21,30.16,4.79,49.28,4.27,87.04,0.84,3.11,4.62,6.34,Yes,Yellow,No,1,13,281592.5064,0
6884,189641.8097,550,3.431862421,2,521.81,5.33,4.77,55.46,35.96,89.09,1.73,1.2,4.99,5.03,No,Blue,Yes,2,35,80431.14977,0
2505,115898.4252,1038.87,1,2,58.41,62.24,2.57,35.24,43.42,85.03,2.15,4.83,9.89,9.12,No,Green,Yes,1,22,21337.85873,0
5665,257203.9345,1551.35,1,4,814.38,15.43,8.64,58.2,10.13,96.66,0.56,4.39,7.56,5.39,No,White,No,1,8,290627.103,0
459,123575.9347,550,2.172537703,2,684.01,51.3,7.77,11.03,15.76,94.46,1.43,4.28,6.32,6.5,No,White,Yes,1,19,50967.66452,0
6723,175483.1363,1247.13,1.041990891,2,570.45,56.62,6.4,66.28,11.14,95.19,1.95,5.83,4.79,6.49,No,White,No,1,2,133145.9071,0
4356,176903.5143,780.68,1,4,2.8,38.73,7.58,11.78,42.23,94.34,1.31,3.91,9.06,9.25,Yes,Green,No,2,36,169989.0077,0
4252,270841.8469,550,2.386793564,2,193.2,49.17,4.14,59.9,8.55,97,1.5,4.23,7.72,6.14,No,Red,No,1,5,158158.9608,0
5399,123582.7738,1917.9,1,2,339.31,35.89,7.54,87,36.98,91.2,1.02,3.85,4.69,3.18,No,Blue,Yes,1,14,35980.10966,0
161,275767.8705,995.68,1.399611437,3,110.33,38.76,7.35,9.83,9.36,82.78,0.6,4.33,4.74,7.14,Yes,Yellow,Yes,1,21,299085.7757,0
6602,125895.9984,731.32,1,1,574.96,4.2,5.74,94.5,9.96,92.69,1.69,2.49,5.6,5.49,No,Yellow,No,1,15,80189.30012,1
1990,195413.4724,807.19,1.848963249,2,81.26,24.9,4.73,32.7,3.35,99.9,1.45,3.36,7.11,8.68,Yes,Blue,No,1,16,151247.5671,0
5197,167303.231,752.77,1,1,150.37,51.78,2.65,66.07,48.29,93.49,1.83,2.68,2.27,3.79,No,Red,No,2,44,106469.8279,0
5303,240955.9111,1158.48,1.254689421,3,324.2,44.39,4.65,5.75,17.65,91.5,1.66,3.19,8.33,7.98,No,White,Yes,1,11,140182.6988,0
6496,138983.7605,690.56,1,1,521.09,57.03,5.88,9.12,33.15,88.82,1.16,4.89,3.91,8.2,No,Red,No,1,11,107858.3022,0
4943,205838.1961,1298.07,1,2,780.42,42.94,7.73,85.77,38.36,93.36,1.92,6.1,4.47,2.97,No,Blue,No,1,13,185665.7328,0
544,91763.35075,576.91,1.901713896,2,501.05,10.54,6.77,84.42,1.24,95.24,1.7,4.41,10,8.87,Yes,Red,No,1,15,5319.097922,0
1888,243330.2826,618.45,2.34831437,4,747.35,50.59,8.15,74.34,30.71,91.97,0.47,4.55,8.97,8.18,No,Blue,Yes,2,32,225317.4927,0
2765,174330.6463,1236.71,1,2,1065.99,57,6.32,81.64,17.56,91.71,1.49,6.66,10,6.5,No,Green,No,1,5,148065.8613,0
6287,190240.4202,550,1,3,624.06,64.12,8.9,8.35,14.67,96.9,1.87,5.3,5.81,5.93,No,Red,No,1,18,145759.364,0
3467,110505.7101,654.07,1.827370422,3,1022.08,8.29,8.23,7.47,17.13,93.64,1.43,3.81,3.1,5.96,No,Green,No,2,35,20196.13642,0
5229,104021.6679,1063.29,1.185947441,2,571.23,30.13,4.92,61.52,11.37,97.04,1.24,3.21,4.24,5.03,No,Blue,No,1,-1,29821.25359,0
238,265068.4697,1142.34,2.311770231,3,543.48,42.96,9.3,25.78,0.76,94.98,1.87,6.32,9.77,5.47,No,Yellow,No,1,7,324905.1287,0
999,278658.9998,1215.45,2.237449313,3,784.93,13.16,7.95,95.88,5.02,91.98,1.13,3.55,8.98,4.45,No,Red,No,1,12,179048.5639,0
3958,205784.669,1330.24,3.285817313,1,573.49,37.93,6.96,64,10.25,99.9,1.26,5.02,1.08,1.72,No,Red,No,1,16,202162.6814,0
6026,232594.7678,1463.33,1.667868234,3,293.14,40.32,4.25,93.99,33.6,93.25,1.79,2.09,9.17,7.39,Yes,Yellow,Yes,1,13,290579.067,0
2379,119291.0091,1067.91,1,2,526.47,24.54,8.05,131.93,42.67,99.9,0.95,5.93,5.22,8.34,No,White,No,1,12,86275.34706,1
5982,142740.4811,550,1.121421973,4,722.38,25.56,5.25,38.55,16.46,96.41,1.58,3.76,3.4,4.59,No,Yellow,No,2,16,61535.01434,0
3929,179729.0412,550,3.984817066,2,738.71,28.49,6.01,14.02,0.67,93.73,1.05,2.76,3.56,2.73,No,Red,Yes,1,13,172061.7121,0
725,129904.8224,550,1,3,1005.13,9.31,5.24,45.68,9.01,99.9,0.53,5.47,1.87,6.12,No,Blue,No,1,12,19781.70618,0
4519,143760.0597,751.34,2.64550449,2,855.09,26.32,7.6,55.86,49.43,98.3,1.94,3.84,4.86,6.02,No,White,No,1,22,47578.24247,0
3497,88580.3812,1205.99,1,1,507.84,9.83,7.33,29.47,6.05,92.38,1.46,4.2,3.89,4.52,No,Red,Yes,1,17,5469.98901,0
3858,113935.0884,714.24,1.855069838,2,12.89,44.84,4.77,85.2,24.39,99.1,1.69,0.09,0.31,3.47,No,Yellow,No,1,23,29049.73563,0
1455,223665.42,1844.94,1.66687631,3,1202.52,63.25,9.04,20.67,5.02,99.9,1.49,8.01,6.85,4.15,Yes,White,Yes,1,5,312876.4707,0
5958,230173.566,976.35,1,3,841.37,5.77,7.88,70.82,4.13,99.85,1.01,3.76,9.87,8.65,Yes,Green,No,1,12,261258.4653,0
6183,197643.7107,1025.08,2.518201312,3,898.79,19.88,8.99,5.95,14.62,97.33,0.41,6.17,5.08,7.02,No,White,Yes,1,19,216956.1219,0
6744,139508.8518,674.92,1.482465766,3,980,87.5,2.63,73.48,19.77,97.88,1.31,5.85,8.34,3.07,No,Red,Yes,1,18,85873.54606,0
491,197747.4995,724.79,1.275855419,3,912.79,34.78,4.96,24.88,1.42,94.89,1.85,4.68,0.07,5.8,No,Blue,Yes,1,7,90658.60804,0
1219,204151.4319,1177.71,1.136594265,1,328.97,15.24,4.13,49.3,16.59,84.73,1.29,0.16,0.34,6.39,No,Blue,No,1,14,175718.3251,0
3583,261047.3999,550,2.120929902,4,782.01,28.96,5.95,61.33,13.88,99.9,1.1,5.34,3.82,9.11,Yes,Yellow,Yes,1,17,220466.3325,0
1618,129571.1343,550,3.027380353,3,179.5,42.87,5.57,75.7,6.09,87.27,2.42,1.34,7.75,4.65,No,Blue,Yes,1,21,49650.41995,0
3459,239682.4448,1182.12,1,2,224.42,45.22,5.63,62.85,15.29,91.14,1.17,2.51,1.38,5.97,Yes,Red,No,1,13,98726.6703,0
2311,189728.5889,662.87,1,3,193.62,61.7,7.07,94.33,36.19,96.87,1.42,5.07,5.58,7.93,No,Yellow,No,1,9,170832.5863,0
6079,273449.9487,1663.91,1,3,801.23,22.27,6.49,0.25,17.71,92.07,1.23,6.39,10,9.87,No,Blue,No,2,35,307623.0832,0
2315,188772.5549,995.06,1.480377745,3,131.62,20.97,6.82,21.68,14.02,93.63,2.26,4.09,8.64,8.99,No,Yellow,No,1,20,195096.2711,1
4287,232474.8527,1382.16,1.877179032,3,918.85,13.57,6.48,0.2,22.35,85.05,1.98,5.77,2.68,6.13,No,Blue,No,2,31,294650.1092,0
5102,192587.2338,632.83,1.934995772,3,470.06,8.66,9.64,37.01,34.82,89.3,1.36,5.65,6.42,6.61,No,White,Yes,1,13,150813.4274,0
6029,147605.9,829.85,1.891653409,3,560.84,50.89,5.28,23.23,25.41,90.44,1.2,4.46,1.53,3.15,No,White,No,1,15,75170.08072,0
4042,228370.9642,1364.11,1.710486774,2,362.63,55.23,5.33,16.12,33.71,92.57,1.67,4.31,9.7,6.06,No,Yellow,Yes,1,13,286243.983,0
5329,172264.1938,976.39,2.011397301,2,292.84,66.65,5.81,20.97,40.99,99.9,1.8,6.22,4.42,4.22,No,Blue,Yes,1,19,218690.8488,0
4830,221653.0451,1127.42,1.295279593,3,635.11,44.71,5.46,118.42,20.85,98.81,1.12,6.62,4.49,3.64,Yes,Red,No,1,16,202406.6363,0
5981,133702.1794,550,1.658917807,2,549.03,47.09,2.58,37.99,3.28,87.53,1.77,0.96,7.63,6.57,Yes,Green,No,1,6,74887.40307,0
3190,158526.3876,1384.41,2.161560501,2,805.9,36.27,8.76,106.78,2.11,96.74,0.91,5.21,9.03,6.61,Yes,Blue,No,1,20,173469.8835,0
761,249773.6916,1320.89,1,2,572.21,36.49,1.7,55.24,24.39,92.91,1.67,5.06,8.56,3.81,No,Yellow,Yes,1,14,154364.4105,1
983,140598.8579,550,1,2,426.87,44.32,5.38,52.36,24.62,88.2,1.98,4.47,1.15,2.67,Yes,White,No,2,34,95153.28566,1
2945,131566.7884,1495.69,2.669487334,1,406.98,19.53,8.03,21.81,8.32,83.2,1.43,2.81,5.77,2.97,No,Yellow,Yes,2,21,49263.7373,0
2550,150194.7528,790.88,2.851902936,2,751.02,18.97,10,34.99,28.69,99.9,0.84,6.37,10,6.01,No,Red,No,1,14,173038.2393,1
280,163370.4662,550,1.160766089,4,258.23,21.5,5.99,64.94,21.91,94.33,2.1,5.78,4.44,6.57,No,Green,Yes,1,15,257393.4347,0
6262,279109.5484,912.52,4.710547304,2,208.85,14.16,8.44,15.59,7.58,99.46,1.47,2.53,1.09,2.58,Yes,Yellow,No,2,19,168024.6563,0
2334,112202.2475,720.07,2.288971327,2,834.12,44.07,5.47,83.85,19.5,95.8,2.1,7.36,2.7,2.5,No,Red,No,1,19,42260.89217,0
2523,94483.75069,550,1.737339083,2,307.65,7.86,6.04,77.08,10.05,97.98,1.44,5.41,7.56,5.86,No,Blue,Yes,1,9,-2565.913547,0
3534,208902.9946,550,1,4,315.49,15.63,9.9,50.46,20.44,92.32,1.72,6.54,4.72,5.81,No,Blue,No,1,12,228842.5861,0
6178,118735.8676,637.96,1.668226322,1,9.81,19.21,5.34,47.05,0.67,95.13,1.56,3.87,3.23,7.35,No,Yellow,No,2,57,27769.83061,1
1385,177081.8556,1483.89,1.953499456,2,542.94,48.02,7.91,80.22,17.02,96.5,1.62,4.75,5.17,7.6,No,White,No,1,11,88884.37611,0
213,256648.7761,884.1,1.369929719,4,926.52,19.2,10,98.18,2.28,93.39,1.3,5.67,6.58,4.7,No,Red,No,1,5,185839.3264,0
209,216506.6648,1286.25,2.051681407,2,213.99,54.66,6.07,46.13,19.1,91.85,1.52,7.49,3.02,5.44,No,Blue,No,2,31,227987.1312,0
2646,260559.2202,1576.36,1.096003499,2,550.96,8.18,8.32,103.76,5.93,99.01,1.36,6.12,5.45,4.98,No,White,No,1,4,197228.382,0
3792,278669.5552,1207.53,2.739403801,3,375.11,52.36,6.16,79.98,14.35,92.24,1.29,7.57,8.47,6.66,No,Red,Yes,1,7,482970.247,0
6098,174486.9737,826.39,1,3,409.46,0.06,8.76,50.24,24.89,92.49,1.38,3.97,3.63,3.89,No,Red,No,1,16,56646.99442,1
6069,255979.6826,646.4,1,4,653.33,19.63,5.85,26.17,20.6,85.35,2.55,6.08,6.09,5.44,Yes,Yellow,No,1,19,181105.0914,0
1897,166993.8211,550,1.072208636,5,368.92,7.11,8.76,12.26,2.34,95.43,2.54,4.6,2.98,4.78,Yes,Red,Yes,1,15,155014.3148,0
494,157667.7423,896.07,1.608449681,2,221.12,43.53,4.12,67.63,0.67,86.82,2.4,0.13,0.49,4.14,Yes,Red,Yes,1,23,100840.0405,1
2242,159525.6989,1190.52,1.53048312,2,833.55,51.05,5.04,8.38,38.14,97.07,1.6,3.42,1.91,6.83,No,Yellow,No,1,10,107890.3369,0
2419,273015.0238,1354.92,2.777247179,2,809.67,22.32,4.64,34.37,4.67,95.18,2.34,5.09,4.09,2.82,No,Blue,No,1,11,364463.2208,0
6330,262995.1233,1530,1.785409923,3,552.64,17.62,6.05,63.23,10.08,83.91,1.53,4.38,3.8,5.26,No,Yellow,Yes,2,23,297128.1516,0
1647,177099.3657,783.28,4.5945059,2,1079.27,26.29,6.12,57.1,8.5,99.9,1.01,3.16,6.21,1.98,Yes,Red,Yes,2,29,202902.1007,0
4877,139237.1177,605.01,1.417147037,3,474.55,43.92,4.74,92.74,19.35,97.08,1.6,3.44,4.3,5.68,No,Yellow,No,1,14,36986.05814,0
794,177944.3403,891.4,1.924846261,2,81.12,43.9,5.65,14.24,17.72,91.52,0.59,4.4,8.22,5.76,No,Green,No,1,9,81300.68235,0
4793,114055.9299,795.56,1,2,18.23,29.24,8.55,45.73,15.95,95.2,1.91,5.15,9.64,4.43,Yes,Blue,No,1,11,5168.592954,0
703,233930.5767,847.13,1,4,1113.81,40.58,5.94,13.62,7.01,96.41,1.22,2.56,6.09,7.62,Yes,Green,No,2,28,205987.446,0
1225,185539.3918,608.71,1,2,448.97,23,5.31,73.96,1.1,83.11,2.05,5.66,4.88,7.04,No,Yellow,No,1,10,126116.655,1
6199,202639.4567,970.71,2.299245116,3,439.83,69.87,6.8,1.04,36.74,95.54,1.53,5.54,2.99,5.42,No,Red,No,1,10,216473.4745,0
2012,185710.7023,550,1,4,704.2,10.5,7.74,47.86,11.14,86.86,1.6,4.97,3.89,4.37,No,Green,No,1,-1,130667.2967,0
1426,214365.1076,550,1.456745945,2,380.43,10.91,4.43,73.1,38.07,94.03,1.8,1.37,4.05,7.97,No,Red,No,1,19,82390.42879,0
3803,150576.3355,733.36,1.907736751,2,737.95,7.4,6.92,53.53,14.62,94.76,2.18,5.49,3.12,5.45,No,Red,No,1,21,107437.1988,1
6834,131458.3242,550,1.304912148,2,241.47,73.02,5.1,39.74,30.08,92.51,1.29,3.39,10,6.7,No,Yellow,No,1,18,37902.47803,0
658,175080.1936,1118.5,1,1,797.38,11.84,7.65,61.14,7.53,88.99,1.33,2.08,8.22,6,No,Yellow,No,1,21,61565.04323,0
1956,174112.8032,557.05,3.681960978,3,674.88,24.17,5.54,6.9,15.74,98.25,1.09,3.25,1.06,6.13,No,Yellow,Yes,1,9,270811.8272,0
2280,168483.329,1384.97,1,2,699.9,51.49,8.9,70.86,21.75,97.7,2.19,7.43,4.04,5.19,No,White,No,2,28,64037.52255,0
343,123607.752,550,1,2,476.85,52.05,7.56,25.66,30.69,89.3,0.8,4.02,9.16,7.49,No,White,Yes,2,28,25490.11079,0
1707,163050.2762,1045.42,1.449274842,2,756.05,4.95,2.61,1.18,23.68,99.4,1.56,2.78,10,5.56,No,Yellow,No,1,16,121425.0194,0
4185,180247.7314,1614.37,1,2,483.68,70.17,5.97,49.51,16.46,99.9,0.68,4.97,0.15,1.93,No,White,No,1,19,158663.1263,0
816,152661.8792,599.43,2.73170379,3,191.79,42.13,4.09,94.11,30.41,90.8,2.34,1.05,3.13,7.38,No,White,No,1,24,94994.68821,0
5204,109258.2332,874.34,1.062189133,1,631.09,60.21,5.93,1.85,11.86,87.07,1.47,5.01,3.77,9.65,Yes,Blue,No,1,17,22214.85962,0
461,269142.4041,959.84,3.726870422,3,398.1,2.65,7.68,95.46,2.47,99.9,1.88,8.31,6.84,8.59,No,Blue,No,1,16,259838.7877,0
5388,204687.7228,1119.65,3.17511348,2,880.94,23.73,6.46,164.41,30.22,95.82,1.31,6.09,5.76,3.97,No,Green,Yes,1,14,285349.259,0
6918,113983.8198,594.57,1,3,756.04,29.84,5.52,7.96,50.5,89.11,1.77,5.62,2.68,4.61,Yes,Red,Yes,1,19,34130.25933,0
5152,100313.3241,653.9,2.362799304,2,154.81,40.31,3.6,76.2,30.63,95.77,1.37,3.7,1.73,0.71,No,Green,No,1,10,22080.91142,0
3673,179621.2942,550,1,2,259.13,25.03,8.09,83.26,11.71,99.9,1.81,2.27,5.72,4.77,No,Yellow,No,1,13,147268.8939,0
401,255647.7753,1662.92,1.842379616,1,268.64,53.94,6.86,35.25,30.19,93.78,1.68,2.66,6.09,6.84,Yes,Blue,Yes,1,17,128557.5093,0
3185,203345.5781,612.01,1.073292008,3,296.06,18.74,6.33,52.65,4.44,79.73,1.34,5.3,8.71,7.2,No,Green,No,2,43,198485.0714,0
4335,205922.9258,550,1,1,383.02,91.47,5.48,44.42,33.59,90.2,1.96,2.22,9.03,6.5,No,Yellow,No,2,33,176783.7826,0
2541,256951.685,850.9,1.76391496,2,166.22,6.79,6.42,33.24,36.58,98.72,1.04,2.87,7.7,10,No,White,No,1,8,144206.6268,0
5086,231746.2944,1132.62,1,4,1216.87,41.11,6.47,104.55,34,96.14,1.63,5.53,5.6,9.37,No,Red,Yes,1,20,212081.6219,0
4003,181312.0461,1025.62,1.910822347,1,169.54,23.35,3.79,103.43,9.67,96.55,1.06,2.92,1.48,6.84,No,White,Yes,2,41,135775.8121,0
1935,135864.9437,550,2.029604326,2,1220.59,6.72,5.38,89.08,55.97,93.22,1.88,6.54,8.61,6.03,No,Red,Yes,1,14,37650.34266,0
4462,124403.889,1038.58,1.323930318,2,280.62,45.26,1.97,10.67,36.82,96.08,2.31,2.88,2.43,3.49,No,Blue,No,2,31,40596.24365,0
2716,256568.1022,1139.35,1,3,237.25,69.01,1.67,29.59,3.13,95.93,2.08,1.6,6.12,7.37,No,Yellow,No,1,25,142218.8048,0
4907,221530.8266,1014.76,1.335578837,1,594.49,32.66,8.91,26.06,21.16,89.17,1.73,4.14,5.53,5.62,Yes,Yellow,No,1,17,166985.3009,0
634,226594.365,1318.79,1,3,404.84,11.63,7.22,18.18,3.59,99.9,1.71,5.45,10,7.47,No,Green,Yes,1,17,127906.5423,0
3536,202492.5214,1604.68,1,3,336.98,37.45,7.35,88.13,13.4,94.47,1.56,6.04,7.36,3.91,No,Red,No,1,19,264346.5566,0
6886,192044.4362,708.47,3.351500898,3,607.66,1.93,7.48,38.55,8.48,98.45,1.65,2.57,10,3.65,No,Blue,No,1,19,337896.8435,1
3549,170808.2439,550,1.287251503,3,288.76,56.21,7.16,101.52,33.14,84.66,1.68,4.15,2.27,6.27,Yes,Blue,No,1,18,61959.89971,0
1606,172778.1646,891.48,1.202354245,1,452.06,14.33,5.54,37.03,11.9,92.89,1.6,6.83,9.48,6.68,No,Blue,No,2,15,155458.3273,0
2254,270755.4029,917.29,1,2,369.9,31.68,9.11,71.93,12.41,93.45,1.05,6.09,7.93,5.74,No,White,Yes,1,13,240002.0467,0
3992,250071.3973,884.98,2.523608028,3,1100.91,16.42,5.41,31.02,3,93.78,1.31,3.08,7.68,7.31,Yes,Yellow,No,1,7,125107.5666,0
513,99931.23778,550,1,4,568.72,69.23,5.86,86.15,25.78,99.54,1.46,1.66,3.14,7.24,No,White,No,1,13,-6084.476378,0
2742,173949.9365,1332.33,1.004757946,2,712.34,30.33,5.14,18.47,3.48,95.2,1.37,3.27,9.73,7.29,No,White,No,1,19,149228.4176,0
4390,198609.3865,1025.55,2.208620112,1,989.38,49.05,3.33,39.87,54.64,89.41,1.14,1.96,7.13,7.49,No,White,No,1,12,160486.9576,0
1153,247865.2916,550,1.313417098,1,542.42,20.15,3,64.23,10.99,99.46,1.62,0.33,5.13,5.62,No,Blue,No,1,14,196930.2725,1
2238,125751.5402,601.06,1.603121569,3,749.01,18.73,4.95,40.68,19.01,89.07,1.38,2.16,3.77,5.66,No,White,No,1,15,49342.32675,0
5577,118121.6059,550,2.386282684,2,394.27,69.85,1.37,42.49,22.38,93.33,1.85,3.7,0.21,4.27,No,White,Yes,1,15,38854.07,0
6112,168038.4429,1166.6,1.311216468,2,607.88,3.84,5.72,51.23,13.06,89.71,1.37,2.99,4.64,4.11,Yes,Yellow,No,1,18,68189.14682,0
5123,136659.4539,550,1,3,15.38,70.51,4.67,110.45,28.26,85.81,1.39,2.45,8.79,2.36,Yes,White,No,1,16,88151.93254,0
1052,118293.0448,550,2.151149248,2,47.03,52.37,4.56,109.4,21.06,92.72,2.35,5.31,2.31,3.1,Yes,Yellow,No,2,37,41047.99523,0
2059,198495.9734,550,1.945460062,1,336.41,26.47,5.68,91.13,12.4,90.37,1.3,5.05,10,8.92,Yes,Yellow,Yes,1,17,73124.33605,0
4807,219846.6577,690.57,1.910417359,3,714.01,35.1,7.31,22.49,19.19,95.07,1.17,3.48,7.71,5.09,No,Blue,No,1,16,314649.6003,0
1088,158839.4141,550,1.620942638,2,623.76,29.13,3.35,29.17,7.75,85.2,1.7,4.02,9.07,4.62,Yes,Red,No,1,11,47072.52054,0
4449,206841.4109,550,1.507275576,4,260.87,32.95,6.05,0.11,8,92.97,1.2,2.75,5.92,4.59,No,Green,No,1,14,177930.326,0
2045,153387.2665,550,2.079023581,3,356.71,17.08,6.15,26.84,24.8,95.58,2.08,4.19,6.35,2.14,No,Red,No,1,13,109543.6628,0
1438,227420.7281,550,1.263719781,3,284.84,35.03,6.42,6.12,29.69,98.88,2.38,7.71,3.43,3.03,No,Blue,Yes,1,11,134835.3143,0
3387,147534.5009,696.73,2.107963103,2,798.97,31.93,4.58,16.08,22.51,89.62,2.48,3.68,6.58,3.77,No,Green,Yes,1,7,38093.72884,0
4617,126313.9809,665.49,1,2,98.19,49.37,6.81,79.69,18.46,99.9,2.07,2.79,3.51,4.78,Yes,Green,No,1,16,38016.2341,0
1120,149122.5341,677.25,2.335926937,2,808.46,25.86,5.04,17.78,32.28,99.9,2.21,1.08,3,4.71,Yes,Blue,No,1,7,82966.5788,0
1837,210604.1775,550,3.053279301,4,529.33,33.16,6.41,0.52,3.55,95.95,1.43,6.51,10,6.16,No,White,No,1,24,317150.7921,0
5597,252796.5789,614.7,1.242049934,4,693.29,11.43,8.99,25.55,35.14,99.9,1.14,5.7,1.12,5,Yes,Yellow,No,1,15,298820.3,0
2291,164483.0394,768.26,1.747468239,2,326.59,46.28,6.25,35.25,14.54,95,2.04,1.6,2.47,5.11,No,Blue,No,1,13,79642.57224,0
800,225754.0051,550,1,4,578.78,35.07,6.92,109.14,23.58,93.76,2.22,4.23,0.44,5.82,No,White,No,1,19,130052.3209,1
3662,233257.5243,1418.77,1,3,114.07,41.07,7.84,46.15,16.7,88.53,2.35,6.61,8.9,9.73,No,Red,No,1,24,368165.8975,0
1770,120333.7165,914.43,1.984390002,2,424.12,49.03,5.39,121.47,14.04,99.9,1.64,5.79,7.64,5.28,No,Green,No,1,17,34535.45873,0
3121,247757.2793,1208.48,1.703415481,3,463.28,2.83,6.49,35.89,22.09,97.61,1.5,1.85,2.46,5.4,Yes,Green,No,2,41,281833.0003,1
